VEHTYPE,ROAD_CLASS,LOCCOORD,DISTRICT,TRAFFCTL,LIGHT,RDSFCOND,INVTYPE,IMPACTYPE,INVAGE,YEAR,TIME,LATITUDE,LONGITUDE,MONTH,DAY,PEDESTRIAN,CYCLIST,AUTOMOBILE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,ACCLASS
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Wet,Passenger,Angle,25 to 29,2019,15,43.781603,-79.320125,1,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Wet,Passenger,Angle,0 to 4,2019,15,43.781603,-79.320125,1,1,0,0,1,0,0,1,0,1,0
Street Car,Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Loose Snow,Driver,Pedestrian Collisions,45 to 49,2019,14,43.677466,-79.444881,1,3,1,0,0,0,1,0,0,0,0
Street Car,Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Loose Snow,Pedestrian,Pedestrian Collisions,65 to 69,2019,14,43.677466,-79.444881,1,3,1,0,0,0,1,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Wet,Driver,Approaching,40 to 44,2019,23,43.737002,-79.259242,2,5,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Wet,Driver,Approaching,30 to 34,2019,23,43.737002,-79.259242,2,5,0,0,1,0,0,0,0,0,0
Pick Up Truck,Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Driver,Approaching,30 to 34,2019,3,43.683486,-79.276981,2,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Driver,Approaching,20 to 24,2019,3,43.683486,-79.276981,2,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Passenger,Approaching,25 to 29,2019,3,43.683486,-79.276981,2,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Passenger,Approaching,20 to 24,2019,3,43.683486,-79.276981,2,6,0,0,1,0,0,1,0,0,0
"Truck - Closed (Blazer, etc)",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Truck Driver,Pedestrian Collisions,35 to 39,2019,9,43.650134,-79.480426,2,0,1,0,0,1,0,1,0,1,0
"Truck - Closed (Blazer, etc)",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Passenger,Pedestrian Collisions,15 to 19,2019,9,43.650134,-79.480426,2,0,1,0,0,1,0,1,0,1,0
"Truck - Closed (Blazer, etc)",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Pedestrian,Pedestrian Collisions,60 to 64,2019,9,43.650134,-79.480426,2,0,1,0,0,1,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,85 to 89,2019,19,43.804549,-79.320133,2,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,60 to 64,2019,19,43.804549,-79.320133,2,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,unknown,2019,19,43.804549,-79.320133,2,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,45 to 49,2019,19,43.804549,-79.320133,2,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,"Dark, artificial",Dry,Driver,Turning Movement,40 to 44,2019,6,43.737403,-79.432575,2,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,"Dark, artificial",Dry,Driver,Turning Movement,30 to 34,2019,6,43.737403,-79.432575,2,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,"Dark, artificial",Dry,Passenger,Turning Movement,5 to 9,2019,6,43.737403,-79.432575,2,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Ice,Driver,Approaching,20 to 24,2019,17,43.750048,-79.307376,2,3,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Ice,Driver,Approaching,40 to 44,2019,17,43.750048,-79.307376,2,3,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Ice,Passenger,Approaching,25 to 29,2019,17,43.750048,-79.307376,2,3,0,0,1,0,0,1,1,1,0
Pick Up Truck,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Driver,Approaching,65 to 69,2019,3,43.660742,-79.385814,2,4,0,0,1,0,0,1,0,1,0
Fire Vehicle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Driver,Approaching,35 to 39,2019,3,43.660742,-79.385814,2,4,0,0,1,0,0,1,0,1,0
Fire Vehicle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Passenger,Approaching,60 to 64,2019,3,43.660742,-79.385814,2,4,0,0,1,0,0,1,0,1,0
Fire Vehicle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Passenger,Approaching,30 to 34,2019,3,43.660742,-79.385814,2,4,0,0,1,0,0,1,0,1,0
Fire Vehicle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Passenger,Approaching,35 to 39,2019,3,43.660742,-79.385814,2,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Wet,Driver,Turning Movement,50 to 54,2019,11,43.747229,-79.407413,2,3,0,0,1,0,0,0,0,1,0
Passenger Van,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Wet,Driver,Turning Movement,60 to 64,2019,11,43.747229,-79.407413,2,3,0,0,1,0,0,0,0,1,0
Truck-Tractor,Major Arterial,Intersection,Etobicoke York,Yield Sign,"Dark, artificial",Wet,Truck Driver,Pedestrian Collisions,60 to 64,2019,21,43.681536,-79.476711,2,4,1,0,0,1,0,1,0,1,0
Truck-Tractor,Major Arterial,Intersection,Etobicoke York,Yield Sign,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,40 to 44,2019,21,43.681536,-79.476711,2,4,1,0,0,1,0,1,0,1,0
Truck-Tractor,Major Arterial,Intersection,Etobicoke York,Yield Sign,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,55 to 59,2019,21,43.681536,-79.476711,2,4,1,0,0,1,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Wet,Pedestrian,Pedestrian Collisions,85 to 89,2019,9,43.815394,-79.324634,2,5,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Wet,Driver,Pedestrian Collisions,50 to 54,2019,9,43.815394,-79.324634,2,5,1,0,1,0,0,0,0,0,1
Truck-Tractor,Minor Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Wet,Truck Driver,Pedestrian Collisions,50 to 54,2019,8,43.668597,-79.338092,2,2,1,0,0,1,0,0,0,1,0
Truck-Tractor,Minor Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Wet,Pedestrian,Pedestrian Collisions,70 to 74,2019,8,43.668597,-79.338092,2,2,1,0,0,1,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2019,15,43.639266,-79.451267,2,0,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,25 to 29,2019,15,43.639266,-79.451267,2,0,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,35 to 39,2019,15,43.639266,-79.451267,2,0,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Other,Driver,Pedestrian Collisions,60 to 64,2019,20,43.747695,-79.562312,2,0,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Other,Pedestrian,Pedestrian Collisions,80 to 84,2019,20,43.747695,-79.562312,2,0,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Turning Movement,60 to 64,2019,9,43.746276,-79.345851,2,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Turning Movement,20 to 24,2019,9,43.746276,-79.345851,2,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Turning Movement,25 to 29,2019,9,43.746276,-79.345851,2,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Pedestrian Collisions,65 to 69,2019,6,43.793738,-79.328258,2,2,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,65 to 69,2019,6,43.793738,-79.328258,2,2,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2019,6,43.793738,-79.328258,2,2,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Angle,80 to 84,2019,11,43.714415,-79.581371,3,4,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Angle,20 to 24,2019,11,43.714415,-79.581371,3,4,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Pedestrian Collisions,15 to 19,2019,16,43.776492,-79.323627,3,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2019,16,43.776492,-79.323627,3,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,15 to 19,2019,16,43.776492,-79.323627,3,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,15 to 19,2019,16,43.776492,-79.323627,3,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,15 to 19,2019,16,43.776492,-79.323627,3,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,15 to 19,2019,16,43.776492,-79.323627,3,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Expressway Ramp,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,25 to 29,2019,18,43.645365,-79.370364,3,0,1,0,1,0,0,0,0,0,0
Bicycle,Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,50 to 54,2020,16,43.623797,-79.477939,3,6,0,1,1,0,0,0,0,0,0
Truck - Dump,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Truck Driver,Pedestrian Collisions,40 to 44,2020,10,43.708586,-79.478023,3,0,1,0,1,1,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Driver,Pedestrian Collisions,55 to 59,2020,10,43.708586,-79.478023,3,0,1,0,1,1,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,"Daylight, artificial",Wet,Pedestrian,Pedestrian Collisions,80 to 84,2019,11,43.640952,-79.434474,12,6,1,0,0,0,1,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Pedestrian,Pedestrian Collisions,40 to 44,2020,10,43.708586,-79.478023,3,0,1,0,1,1,0,0,1,1,0
Pick Up Truck,Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Angle,40 to 44,2019,10,43.71337,-79.457622,11,2,0,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Wet,Driver,Turning Movement,25 to 29,2020,23,43.762202,-79.579898,4,4,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,15 to 19,2019,19,43.782126,-79.232982,12,6,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Wet,Driver,Turning Movement,50 to 54,2020,23,43.762202,-79.579898,4,4,0,0,1,0,0,1,0,0,1
Truck - Tank,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Truck Driver,Pedestrian Collisions,60 to 64,2019,11,43.708586,-79.478023,11,2,1,0,0,1,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,20 to 24,2019,19,43.782126,-79.232982,12,6,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Wet,Passenger,Turning Movement,50 to 54,2020,23,43.762202,-79.579898,4,4,0,0,1,0,0,1,0,0,1
Truck - Tank,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Wet,Pedestrian,Pedestrian Collisions,20 to 24,2019,11,43.708586,-79.478023,11,2,1,0,0,1,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,15 to 19,2019,19,43.782126,-79.232982,12,6,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Wet,Driver,Turning Movement,35 to 39,2020,23,43.762202,-79.579898,4,4,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,unknown,2019,15,43.651965,-79.381076,11,5,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,40 to 44,2019,19,43.782126,-79.232982,12,6,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Cyclist Collisions,25 to 29,2020,7,43.726561,-79.569522,4,5,0,1,1,0,0,0,1,1,0
Bicycle,Local,Intersection,Etobicoke York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,55 to 59,2020,7,43.726561,-79.569522,4,5,0,1,1,0,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Angle,20 to 24,2020,9,43.744704,-79.486408,4,5,0,0,1,0,1,1,0,1,0
Municipal Transit Bus (TTC),Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Angle,55 to 59,2020,9,43.744704,-79.486408,4,5,0,0,1,0,1,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Passenger,Angle,20 to 24,2020,9,43.744704,-79.486408,4,5,0,0,1,0,1,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,SMV Other,60 to 64,2020,10,43.726569,-79.482028,4,3,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,SMV Other,60 to 64,2020,10,43.726569,-79.482028,4,3,1,0,1,0,0,0,0,1,0
Passenger Van,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Rear End,75 to 79,2020,13,43.700225,-79.396999,4,3,0,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Motorcycle Driver,Rear End,60 to 64,2020,13,43.700225,-79.396999,4,3,0,0,1,0,0,0,0,1,0
Bicycle,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Cyclist,Turning Movement,55 to 59,2020,14,43.775935,-79.18922,4,4,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Turning Movement,15 to 19,2020,14,43.775935,-79.18922,4,4,0,1,1,0,0,0,0,0,0
Pick Up Truck,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2020,9,43.765731,-79.28104,4,2,1,0,1,0,0,0,0,1,0
Pick Up Truck,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2020,9,43.765731,-79.28104,4,2,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,20 to 24,2020,15,43.658099,-79.372348,5,4,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,40 to 44,2020,16,43.683863,-79.452846,11,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2020,15,43.658099,-79.372348,5,4,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Passenger,Pedestrian Collisions,25 to 29,2020,15,43.658099,-79.372348,5,4,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2020,15,43.658099,-79.372348,5,4,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Local,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,50 to 54,2020,5,43.649356,-79.416789,5,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Local,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,35 to 39,2020,5,43.649356,-79.416789,5,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,Stop Sign,Daylight,Wet,Driver,Cyclist Collisions,30 to 34,2020,16,43.641387,-79.375934,5,5,0,1,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,50 to 54,2021,7,43.721823,-79.508823,1,0,1,0,1,0,0,0,0,0,0
Bicycle,Minor Arterial,Mid-Block,Toronto and East York,Stop Sign,Daylight,Wet,Cyclist,Cyclist Collisions,30 to 34,2020,16,43.641387,-79.375934,5,5,0,1,1,0,0,1,0,1,0
Bicycle,Minor Arterial,Mid-Block,Toronto and East York,Stop Sign,Daylight,Wet,Passenger,Cyclist Collisions,25 to 29,2020,16,43.641387,-79.375934,5,5,0,1,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Angle,50 to 54,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Angle,50 to 54,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Angle,35 to 39,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
Pick Up Truck,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Angle,40 to 44,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
Pick Up Truck,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Passenger,Angle,55 to 59,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
Pick Up Truck,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Passenger,Angle,25 to 29,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
Pick Up Truck,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Passenger,Angle,25 to 29,2020,17,43.65631,-79.452441,5,5,0,0,1,0,0,1,1,1,0
Delivery Van,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,40 to 44,2020,19,43.630309,-79.484218,5,0,0,0,1,0,1,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,35 to 39,2020,19,43.630309,-79.484218,5,0,0,0,1,0,1,0,0,1,0
"Bus (Other) (Go Bus, Gray Coach)",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,45 to 49,2020,19,43.630309,-79.484218,5,0,0,0,1,0,1,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2020,16,43.641268,-79.393306,5,2,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,25 to 29,2020,16,43.641268,-79.393306,5,2,1,0,1,0,0,0,0,0,0
Pick Up Truck,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2020,7,43.745928,-79.209316,5,5,1,0,1,0,0,0,0,0,0
Pick Up Truck,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,55 to 59,2020,7,43.745928,-79.209316,5,5,1,0,1,0,0,0,0,0,0
Motorcycle,Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Motorcycle Driver,SMV Other,30 to 34,2020,21,43.807952,-79.234142,5,1,0,0,0,0,0,0,0,0,1
Pick Up Truck,Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2020,10,43.771643,-79.171214,5,2,1,0,1,0,0,0,0,0,1
Pick Up Truck,Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,75 to 79,2020,10,43.771643,-79.171214,5,2,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Other,Pedestrian Collisions,unknown,2020,10,43.771643,-79.171214,5,2,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Other,Pedestrian Collisions,unknown,2020,10,43.771643,-79.171214,5,2,1,0,1,0,0,0,0,0,1
Motorcycle,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,10 to 14,2020,12,43.743876,-79.215534,5,3,1,0,0,0,0,0,0,0,0
Motorcycle,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,35 to 39,2020,12,43.743876,-79.215534,5,3,1,0,0,0,0,0,0,0,0
