VEHTYPE,ROAD_CLASS,LOCCOORD,DISTRICT,TRAFFCTL,LIGHT,RDSFCOND,INVTYPE,IMPACTYPE,INVAGE,YEAR,TIME,LATITUDE,LONGITUDE,MONTH,DAY,PEDESTRIAN,CYCLIST,AUTOMOBILE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,ACCLASS
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Turning Movement,15 to 19,2015,0,43.808016,-79.266498,4,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Turning Movement,25 to 29,2015,0,43.808016,-79.266498,4,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Passenger,Turning Movement,20 to 24,2015,0,43.808016,-79.266498,4,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Passenger,Turning Movement,15 to 19,2015,0,43.808016,-79.266498,4,0,0,0,1,0,0,1,0,0,0
Passenger Van,Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,55 to 59,2015,1,43.69158,-79.570819,4,2,1,0,1,0,0,0,0,1,0
Passenger Van,Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,25 to 29,2015,1,43.69158,-79.570819,4,2,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Approaching,40 to 44,2015,17,43.807139,-79.266132,4,3,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Approaching,55 to 59,2015,17,43.807139,-79.266132,4,3,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Approaching,55 to 59,2015,17,43.807139,-79.266132,4,3,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Turning Movement,40 to 44,2015,14,43.826583,-79.238269,5,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Turning Movement,70 to 74,2015,14,43.826583,-79.238269,5,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Turning Movement,15 to 19,2015,14,43.826583,-79.238269,5,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Passenger,Turning Movement,65 to 69,2015,14,43.826583,-79.238269,5,1,0,0,1,0,0,1,0,1,0
Motorcycle,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Motorcycle Driver,Turning Movement,45 to 49,2015,17,43.718421,-79.432933,5,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,20 to 24,2015,17,43.718421,-79.432933,5,2,0,0,1,0,0,0,0,1,0
Motorcycle,Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Motorcycle Passenger,SMV Other,20 to 24,2015,1,43.671626,-79.36584,5,3,0,0,0,0,0,1,1,1,1
Motorcycle,Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Motorcycle Driver,SMV Other,25 to 29,2015,1,43.671626,-79.36584,5,3,0,0,0,0,0,1,1,1,1
Motorcycle,Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Motorcycle Passenger,SMV Other,20 to 24,2015,1,43.671145,-79.364406,5,3,0,0,0,0,0,1,1,1,0
Motorcycle,Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Motorcycle Driver,SMV Other,25 to 29,2015,1,43.671145,-79.364406,5,3,0,0,0,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,25 to 29,2015,17,43.757769,-79.224674,5,3,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2015,17,43.757769,-79.224674,5,3,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2015,17,43.757769,-79.224674,5,3,1,0,1,0,0,0,0,0,0
Bicycle,Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,60 to 64,2015,18,43.661627,-79.380183,5,6,0,1,0,1,0,0,0,0,0
"Truck - Closed (Blazer, etc)",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Truck Driver,Cyclist Collisions,45 to 49,2015,18,43.661627,-79.380183,5,6,0,1,0,1,0,0,0,0,0
"Automobile, Station Wagon",Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Turning Movement,55 to 59,2015,8,43.715785,-79.575084,5,1,0,0,1,0,0,0,1,1,0
"Automobile, Station Wagon",Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Turning Movement,20 to 24,2015,8,43.715785,-79.575084,5,1,0,0,1,0,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Pedestrian Collisions,80 to 84,2015,22,43.735163,-79.247379,5,2,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2015,22,43.735163,-79.247379,5,2,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Local,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Cyclist Collisions,45 to 49,2015,16,43.686713,-79.405063,5,3,0,1,1,0,0,1,0,0,0
Bicycle,Local,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,20 to 24,2015,16,43.686713,-79.405063,5,3,0,1,1,0,0,1,0,0,0
Bicycle,Local,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Passenger,Cyclist Collisions,0 to 4,2015,16,43.686713,-79.405063,5,3,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,45 to 49,2015,17,43.670912,-79.328014,5,3,0,0,1,0,0,0,0,0,0
Motorcycle,Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Motorcycle Driver,Turning Movement,30 to 34,2015,17,43.670912,-79.328014,5,3,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Wet,Driver,Angle,15 to 19,2015,16,43.691435,-79.320651,5,4,0,0,1,0,0,0,0,1,0
Motorcycle,Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Wet,Motorcycle Driver,Angle,55 to 59,2015,16,43.691435,-79.320651,5,4,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,20 to 24,2015,2,43.659293,-79.347926,5,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,35 to 39,2015,2,43.659293,-79.347926,5,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,20 to 24,2015,2,43.659293,-79.347926,5,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,20 to 24,2015,2,43.659293,-79.347926,5,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,20 to 24,2015,2,43.659293,-79.347926,5,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,65 to 69,2015,3,43.655169,-79.457828,5,5,1,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,40 to 44,2015,3,43.655169,-79.457828,5,5,1,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,30 to 34,2015,3,43.655169,-79.457828,5,5,1,0,1,0,0,1,0,0,1
Bicycle,Collector,Intersection,Toronto and East York,Stop Sign,"Daylight, artificial",Dry,Cyclist,Cyclist Collisions,75 to 79,2015,8,43.679423,-79.382312,5,1,0,1,1,0,0,0,0,0,1
"Automobile, Station Wagon",Collector,Intersection,Toronto and East York,Stop Sign,"Daylight, artificial",Dry,Driver,Cyclist Collisions,40 to 44,2015,8,43.679423,-79.382312,5,1,0,1,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,SMV Other,40 to 44,2015,6,43.775401,-79.521693,5,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Passenger,SMV Other,35 to 39,2015,6,43.775401,-79.521693,5,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2015,15,43.662867,-79.469249,5,2,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,50 to 54,2015,15,43.662867,-79.469249,5,2,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2015,15,43.662867,-79.469249,5,2,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Collector,Intersection,Scarborough,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,45 to 49,2015,15,43.787783,-79.27634,5,3,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Collector,Intersection,Scarborough,Stop Sign,Daylight,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2015,15,43.787783,-79.27634,5,3,1,0,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Cyclist,Cyclist Collisions,35 to 39,2015,23,43.646811,-79.376933,5,3,0,1,1,0,0,1,0,0,0
Pick Up Truck,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Driver,Cyclist Collisions,60 to 64,2015,23,43.646811,-79.376933,5,3,0,1,1,0,0,1,0,0,0
Pick Up Truck,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Passenger,Cyclist Collisions,20 to 24,2015,23,43.646811,-79.376933,5,3,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,25 to 29,2015,8,43.727645,-79.340846,5,4,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,45 to 49,2015,8,43.727645,-79.340846,5,4,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,45 to 49,2015,8,43.727645,-79.340846,5,4,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2015,8,43.727645,-79.340846,5,4,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Rear End,35 to 39,2015,11,43.678198,-79.34827,5,4,0,0,1,0,0,1,0,1,0
Pick Up Truck,Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Rear End,45 to 49,2015,11,43.678198,-79.34827,5,4,0,0,1,0,0,1,0,1,0
Pick Up Truck,Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Passenger,Rear End,0 to 4,2015,11,43.678198,-79.34827,5,4,0,0,1,0,0,1,0,1,0
Pick Up Truck,Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Passenger,Rear End,0 to 4,2015,11,43.678198,-79.34827,5,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,50 to 54,2015,10,43.622958,-79.481197,5,5,0,1,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,45 to 49,2015,10,43.622958,-79.481197,5,5,0,1,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Other,Motorcycle Driver,SMV Other,25 to 29,2015,14,43.659735,-79.409045,5,6,0,0,0,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Turning Movement,55 to 59,2015,18,43.801963,-79.199764,5,0,0,0,1,0,0,1,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Motorcycle Driver,Turning Movement,20 to 24,2015,18,43.801963,-79.199764,5,0,0,0,1,0,0,1,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Motorcycle Passenger,Turning Movement,15 to 19,2015,18,43.801963,-79.199764,5,0,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2015,19,43.705386,-79.312824,5,1,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2015,19,43.705386,-79.312824,5,1,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,25 to 29,2015,19,43.705386,-79.312824,5,1,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,Stop Sign,"Dark, artificial",Dry,Driver,SMV Other,15 to 19,2015,21,43.69047,-79.559459,5,2,0,0,1,0,0,0,0,0,1
Bicycle,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,45 to 49,2015,14,43.641295,-79.401637,5,3,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Cyclist Collisions,50 to 54,2015,14,43.641295,-79.401637,5,3,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Collector,Intersection,North York,No Control,Daylight,Dry,Driver,Other,40 to 44,2015,11,43.789248,-79.343745,5,4,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Angle,20 to 24,2015,12,43.621604,-79.523433,5,4,0,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Angle,85 to 89,2015,12,43.621604,-79.523433,5,4,0,0,1,0,0,0,0,1,0
Truck - Dump,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Truck Driver,Rear End,60 to 64,2015,16,43.657817,-79.331432,5,4,0,0,1,1,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Rear End,40 to 44,2015,16,43.657817,-79.331432,5,4,0,0,1,1,0,0,0,1,0
Bicycle,Minor Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Dry,Cyclist,Cyclist Collisions,50 to 54,2015,0,43.657214,-79.45267,5,5,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Cyclist Collisions,40 to 44,2015,0,43.657214,-79.45267,5,5,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,50 to 54,2014,13,43.698043,-79.349742,11,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Driver,Turning Movement,50 to 54,2015,17,43.691847,-79.28551,9,5,0,0,1,0,0,1,0,1,0
Truck - Dump,Laneway,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,25 to 29,2014,6,43.655387,-79.379863,9,2,1,0,0,1,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Approaching,35 to 39,2015,18,43.789496,-79.446224,3,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Angle,50 to 54,2015,1,43.757712,-79.235263,8,6,0,0,1,0,0,1,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Approaching,45 to 49,2015,18,43.789496,-79.446224,3,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Passenger,Approaching,0 to 4,2015,18,43.789496,-79.446224,3,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Passenger,Approaching,15 to 19,2015,18,43.789496,-79.446224,3,1,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,65 to 69,2015,11,43.708281,-79.479152,3,2,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,75 to 79,2015,11,43.708281,-79.479152,3,2,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,unknown,2015,17,43.794638,-79.4192,3,3,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,75 to 79,2015,17,43.794638,-79.4192,3,3,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,80 to 84,2015,17,43.794638,-79.4192,3,3,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Local,Mid-Block,Toronto and East York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,85 to 89,2015,1,43.692526,-79.343501,3,4,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Local,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,Pedestrian Collisions,25 to 29,2015,1,43.692526,-79.343501,3,4,1,0,1,0,0,0,0,0,1
Street Car,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,25 to 29,2015,20,43.681033,-79.428859,3,4,1,0,0,0,1,0,0,1,1
Street Car,Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,80 to 84,2014,18,43.777014,-79.315486,12,6,1,0,0,1,0,1,0,0,1
Street Car,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,80 to 84,2015,20,43.681033,-79.428859,3,4,1,0,0,0,1,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,"Dark, artificial",Dry,Driver,Cyclist Collisions,55 to 59,2015,20,43.638571,-79.429126,3,4,0,1,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Toronto and East York,Stop Sign,"Dark, artificial",Dry,Cyclist,Cyclist Collisions,45 to 49,2015,20,43.638571,-79.429126,3,4,0,1,1,0,0,0,0,1,0
Bicycle,Collector,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Cyclist,Cyclist Collisions,15 to 19,2015,11,43.665728,-79.375522,3,0,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Collector,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Cyclist Collisions,60 to 64,2015,11,43.665728,-79.375522,3,0,0,1,1,0,0,0,0,0,0
Municipal Transit Bus (TTC),Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Driver,Other,55 to 59,2015,20,43.725642,-79.297504,3,4,0,0,0,0,1,1,0,0,0
Municipal Transit Bus (TTC),Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Passenger,Other,50 to 54,2015,20,43.725642,-79.297504,3,4,0,0,0,0,1,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,60 to 64,2015,21,43.724711,-79.302638,3,4,1,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,45 to 49,2015,21,43.724711,-79.302638,3,4,1,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,55 to 59,2015,21,43.724711,-79.302638,3,4,1,0,1,0,0,1,0,0,1
Motorcycle,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Motorcycle Driver,Sideswipe,20 to 24,2015,13,43.708796,-79.505435,3,5,0,0,0,1,0,0,0,0,0
Truck-Tractor,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Truck Driver,Sideswipe,35 to 39,2015,13,43.708796,-79.505435,3,5,0,0,0,1,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2015,13,43.74869,-79.454883,3,5,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Minor Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,75 to 79,2015,13,43.74869,-79.454883,3,5,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Wet,Driver,SMV Other,35 to 39,2015,8,43.805693,-79.320712,3,0,0,0,1,0,0,0,0,0,0
Delivery Van,Local,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,SMV Other,65 to 69,2015,13,43.743289,-79.569011,3,0,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Rear End,15 to 19,2015,16,43.666384,-79.532947,4,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Rear End,35 to 39,2015,16,43.666384,-79.532947,4,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Passenger,Rear End,45 to 49,2015,16,43.666384,-79.532947,4,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,"Dark, artificial",Wet,Driver,Pedestrian Collisions,20 to 24,2015,20,43.777117,-79.347888,4,3,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,20 to 24,2015,20,43.777117,-79.347888,4,3,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,50 to 54,2015,20,43.777117,-79.347888,4,3,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Rear End,65 to 69,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Rear End,50 to 54,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Rear End,45 to 49,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Driver,Rear End,35 to 39,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,65 to 69,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,40 to 44,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,65 to 69,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,70 to 74,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,10 to 14,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,15 to 19,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,35 to 39,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,5 to 9,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
